Tid,起点,駅からの距離,店舗名,ジャンル,住所,座数,lunch_from,lunch_to,dinner_from,dinner_to,dinner_ave,元値,集計用,営業(年),営業(月),url,業態_集計用,食べログ業種_大,食べログ業種_中,食べログ業種_小,評価
13260717,鶯谷駅,778,肉食堂 いろは,焼肉、ダイニングバー、ワインバー,東京都荒川区東日暮里5-23-7 メゾンフェスタ 2F,10,-,-,4000,4999,"4,500",2021/3/15,2021/3/15,1,8,https://tabelog.com/tokyo/A1311/A131105/13260717/,焼肉・ホルモン,焼肉,ダイニングバー,ワインバー,3.03
13192778,鶯谷駅,371,焼肉とみひさ,焼肉、居酒屋、日本酒バー,東京都台東区根岸3-25-8 東協ビル101,30,-,999,4000,4999,"4,500",2016/2/2,2016/2/2,6,9,https://tabelog.com/tokyo/A1311/A131104/13192778/,焼肉・ホルモン,焼肉,居酒屋,日本酒バー,3.32
13261821,鶯谷駅,788,Inoubliable,フレンチ,東京都台東区入谷1-29-1 ウェスタ入谷 1F,16,3000,3999,8000,9999,"9,000",2021/8/1,2021/8/1,1,3,https://tabelog.com/tokyo/A1311/A131104/13261821/,洋食,フレンチ,,,3.07
13053263,鶯谷駅,154,いっちょらい,居酒屋、焼鳥、魚介料理・海鮮料理,東京都台東区根岸1-8-3 鶯谷K-1ビル2F,58,-,-,4000,4999,"4,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13053263/,居酒屋・バル,居酒屋,焼鳥,魚介料理・海鮮料理,3.42
13046307,鶯谷駅,703,栄華楼 上野店,中華料理、担々麺、居酒屋,東京都台東区北上野1-4-2 林ビル　１Ｆ・２Ｆ,130,-,999,3000,3999,"3,500",,,,,https://tabelog.com/tokyo/A1311/A131101/13046307/,居酒屋・バル,中華料理,担々麺,居酒屋,3.18
13271085,鶯谷駅,139,CAFE&BAR ROSSONERO,ワインバー、居酒屋、バー,東京都台東区根岸1-5-13 南山ビル 2F,40,-,-,3000,3999,"3,500",2022/4/16,2022/4/16,0,7,https://tabelog.com/tokyo/A1311/A131104/13271085/,その他,ワインバー,居酒屋,バー,3.03
13195708,鶯谷駅,559,さとうともや,居酒屋、日本酒バー、鳥料理,東京都荒川区東日暮里4-35-15 ラフォーレ日暮里 1F,26,-,999,4000,4999,"4,500",2016/5/20,2016/5/20,6,6,https://tabelog.com/tokyo/A1311/A131104/13195708/,居酒屋・バル,居酒屋,日本酒バー,鳥料理,3.09
13258134,鶯谷駅,196,CANNONBALL DINER,ハンバーガー、サンドイッチ、ビアバー,東京都台東区根岸3-6-1 根岸拾番館 1F,11,1000,1999,2000,2999,"2,500",2021/4/9,2021/4/9,1,7,https://tabelog.com/tokyo/A1311/A131104/13258134/,洋食,ハンバーガー,サンドイッチ,ビアバー,3.43
13172309,鶯谷駅,740,熙楽苑 入谷店,焼肉、居酒屋、ホルモン,東京都台東区入谷1-33-4,34,1000,1999,4000,4999,"4,500",2014/6/6,2014/6/6,8,5,https://tabelog.com/tokyo/A1311/A131104/13172309/,焼肉・ホルモン,焼肉,居酒屋,ホルモン,3.15
13157124,鶯谷駅,602,あかぎ,居酒屋、魚介料理・海鮮料理、あんこう,東京都台東区北上野2-29-3 メゾン森1F,30,4000,4999,5000,5999,"5,500",2013/5/29,2013/5/29,9,6,https://tabelog.com/tokyo/A1311/A131104/13157124/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,あんこう,3.43
13098240,鶯谷駅,770,晴々飯店,中華料理、四川料理、居酒屋,東京都台東区上野7-8-16,50,-,999,3000,3999,"3,500",2012/1/1,2012/1/1,10,10,https://tabelog.com/tokyo/A1311/A131101/13098240/,居酒屋・バル,中華料理,四川料理,居酒屋,3.52
13254948,鶯谷駅,673,さけ処 川セ美,魚介料理・海鮮料理、居酒屋、その他肉料理,東京都台東区下谷2-24-11 ハイマート入谷 1F,34,-,999,4000,4999,"4,500",2021/1/5,2021/1/5,1,10,https://tabelog.com/tokyo/A1311/A131104/13254948/,和食,魚介料理・海鮮料理,居酒屋,その他肉料理,3.08
13031814,鶯谷駅,634,定谷,ステーキ、懐石・会席料理、ワインバー,東京都台東区根岸4-3-2,25,15000,19999,20000,29999,"25,000",2001/8/26,2001/8/26,21,3,https://tabelog.com/tokyo/A1311/A131104/13031814/,洋食,ステーキ,懐石・会席料理,ワインバー,3.67
13152282,鶯谷駅,470,入谷鬼子母神門前のだや,うなぎ,東京都台東区下谷2-3-1,32,5000,5999,8000,9999,"9,000",2013/2/14,2013/2/14,9,9,https://tabelog.com/tokyo/A1311/A131104/13152282/,和食,うなぎ,,,3.77
13162551,鶯谷駅,188,居酒屋もりもり,居酒屋、魚介料理・海鮮料理、もつ鍋,東京都台東区根岸3-6-5 加藤ビル 1F,45,-,999,2000,2999,"2,500",2013/9/1,2013/9/1,9,2,https://tabelog.com/tokyo/A1311/A131104/13162551/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,もつ鍋,3.16
13248257,鶯谷駅,463,チーズ谷,イタリアン、バル・バール、居酒屋,東京都台東区下谷2-3-1 杉浦ビル 1F,18,-,-,4000,4999,"4,500",2020/5/18,2020/5/18,2,6,https://tabelog.com/tokyo/A1311/A131104/13248257/,洋食,イタリアン,バル・バール,居酒屋,3.07
13027761,鶯谷駅,761,月うさぎ 日暮里店,居酒屋、もつ鍋、焼鳥,東京都荒川区東日暮里5-30-1 光マンション　１Ｆ,25,-,-,3000,3999,"3,500",,,,,https://tabelog.com/tokyo/A1311/A131105/13027761/,居酒屋・バル,居酒屋,もつ鍋,焼鳥,3.08
13218345,鶯谷駅,622,Dining Bar 第三基地,ダイニングバー、居酒屋、バー,東京都台東区下谷2-21-12,31,-,999,2000,2999,"2,500",2017/12/1,2017/12/1,4,11,https://tabelog.com/tokyo/A1311/A131104/13218345/,居酒屋・バル,ダイニングバー,居酒屋,バー,3.01
13166120,鶯谷駅,191,鴻福餃子酒場,中華料理、飲茶・点心,東京都台東区根岸3-7-18 エルアルカサル鶯谷 1F,90,-,999,2000,2999,"2,500",2014/3/13,2014/3/13,8,8,https://tabelog.com/tokyo/A1311/A131104/13166120/,居酒屋・バル,中華料理,,,3.24
13263002,鶯谷駅,142,食道園 鶯谷店,焼肉、居酒屋、ジンギスカン,東京都台東区根岸1-5-12,70,1000,1999,3000,3999,"3,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13263002/,焼肉・ホルモン,焼肉,居酒屋,ジンギスカン,3.05
13212999,鶯谷駅,698,天然牧草牛グリル＆とろタン ALBA,居酒屋、イタリアン、ステーキ,東京都台東区北上野2-27-5 渡辺ビル 1F,20,-,999,4000,4999,"4,500",2017/9/13,2017/9/13,5,2,https://tabelog.com/tokyo/A1311/A131104/13212999/,居酒屋・バル,居酒屋,イタリアン,ステーキ,3.07
13132969,鶯谷駅,150,焼貝うぐいす,居酒屋、魚介料理・海鮮料理、和食（その他）,東京都台東区根岸1-3-21,30,-,-,6000,7999,"7,000",2011/10/3,2011/10/3,11,1,https://tabelog.com/tokyo/A1311/A131104/13132969/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,和食（その他）,3.48
13024823,鶯谷駅,296,ビクトリヤ,洋食、ハンバーグ、シチュー,東京都台東区根岸3-12-18 博俊ビル 1F,22,1000,1999,2000,2999,"2,500",1965/1/1,1965/1/1,57,10,https://tabelog.com/tokyo/A1311/A131104/13024823/,洋食,洋食,ハンバーグ,シチュー,3.49
13105224,鶯谷駅,313,江戸前煮干中華そば きみはん 総本店,ラーメン、つけ麺,東京都台東区根岸3-3-18,10,-,999,-,999,999,2010/3/13,2010/3/13,12,8,https://tabelog.com/tokyo/A1311/A131104/13105224/,ラーメン,ラーメン,,,3.61
13112540,鶯谷駅,581,小香港,中華料理、ラーメン,東京都台東区下谷2丁目8番11号,45,-,999,1000,1999,"1,500",2009/3/14,2009/3/14,13,8,https://tabelog.com/tokyo/A1311/A131104/13112540/,居酒屋・バル,中華料理,,,3.23
13083610,鶯谷駅,151,あじとよ屋,居酒屋、魚介料理・海鮮料理、日本酒バー,東京都台東区根岸1-2-13,60,1000,1999,4000,4999,"4,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13083610/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,日本酒バー,3.47
13139919,鶯谷駅,703,スターバックスコーヒー 上野恩賜公園店,カフェ,東京都台東区上野公園8-22,71,-,999,-,999,999,2012/4/18,2012/4/18,10,7,https://tabelog.com/tokyo/A1311/A131101/13139919/,その他,カフェ,,,3.26
13061252,鶯谷駅,684,鳥昭,焼鳥、居酒屋,東京都台東区入谷1-26-7,18,-,-,4000,4999,"4,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13061252/,居酒屋・バル,焼鳥,,,3.45
13098001,鶯谷駅,237,錦華楼,中華料理,東京都台東区根岸1-1-15,50,-,999,1000,1999,"1,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13098001/,居酒屋・バル,中華料理,,,3.17
13029234,鶯谷駅,620,鮨創作料理 奄美,寿司,東京都台東区根岸4-1-29 アルカ 2F,34,-,999,5000,5999,"5,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13029234/,和食,寿司,,,3.19
13164600,鶯谷駅,134,松屋 鶯谷店,牛丼、カレーライス、定食・食堂,東京都台東区根岸1-6-6 小宮山鶯谷ビル 1F,18,-,999,-,999,999,,,,,https://tabelog.com/tokyo/A1311/A131104/13164600/,その他,牛丼,カレーライス,定食・食堂,3.03
13151087,鶯谷駅,627,パークス 上野店,弁当、サンドイッチ、アイスクリーム,東京都台東区上野公園7 上野恩賜公園,0,-,999,-,-,,,,,,https://tabelog.com/tokyo/A1311/A131101/13151087/,テイクアウト,弁当,サンドイッチ,アイスクリーム,3.22
13162141,鶯谷駅,649,味道屋,ラーメン、居酒屋、つけ麺,東京都台東区北上野2-31-6,23,-,999,-,-,,2013/11/4,2013/11/4,9,0,https://tabelog.com/tokyo/A1311/A131104/13162141/,ラーメン,ラーメン,居酒屋,つけ麺,3.17
13135462,鶯谷駅,168,かぶら屋 鶯谷店,居酒屋、おでん、焼きとん,東京都台東区根岸1-3-21,33,-,-,1000,1999,"1,500",2011/12/22,2011/12/22,10,11,https://tabelog.com/tokyo/A1311/A131104/13135462/,居酒屋・バル,居酒屋,おでん,焼きとん,3.11
13149495,鶯谷駅,130,東瀛,中華料理、居酒屋,東京都台東区根岸1-6-12 トーカンマンション鶯谷 １Ｆ,40,1000,1999,1000,1999,"1,500",2012/1/1,2012/1/1,10,10,https://tabelog.com/tokyo/A1311/A131104/13149495/,居酒屋・バル,中華料理,,,3.48
13046977,鶯谷駅,750,上野グリーンサロン,定食・食堂、カフェ,東京都台東区上野公園7-47,100,-,999,-,999,999,,,,,https://tabelog.com/tokyo/A1311/A131101/13046977/,和食,定食・食堂,,,3.26
13163625,鶯谷駅,636,レオニダス 谷中店,チョコレート、かき氷,東京都台東区上野桜木2-10-5 Quinto 1F,7,1000,1999,1000,1999,"1,500",2019/9/1,2019/9/1,3,2,https://tabelog.com/tokyo/A1311/A131105/13163625/,その他,チョコレート,,,3.03
13248508,鶯谷駅,613,レボン快哉湯,カフェ、喫茶店、コーヒー専門店,東京都台東区下谷2-17-11,16,-,999,-,999,999,2020/7/11,2020/7/11,2,4,https://tabelog.com/tokyo/A1311/A131104/13248508/,その他,カフェ,喫茶店,コーヒー専門店,3.43
13108119,鶯谷駅,539,ドトールコーヒーショップ 入谷駅前店,カフェ、コーヒー専門店,東京都台東区下谷2-1-10 森ビル １Ｆ～２Ｆ,70,-,999,-,-,,,,,,https://tabelog.com/tokyo/A1311/A131104/13108119/,その他,カフェ,,,3.04
13049854,鶯谷駅,679,つたや,そば、うどん、親子丼,東京都台東区上野7-10-6,16,-,999,3000,3999,"3,500",,,,,https://tabelog.com/tokyo/A1311/A131101/13049854/,和食,そば,うどん,親子丼,3.21
13179074,鶯谷駅,744,角萬,そば,東京都台東区入谷1-24-6,20,1000,1999,-,-,,2015/7/18,2015/7/18,7,4,https://tabelog.com/tokyo/A1311/A131104/13179074/,和食,そば,,,3.47
13077369,鶯谷駅,594,ローリエ,カフェ・喫茶（その他）、イタリアン、パスタ,東京都台東区北上野1-13-1 上野ローリエハイツ1F,38,-,999,2000,2999,"2,500",2006/7/1,2006/7/1,16,4,https://tabelog.com/tokyo/A1311/A131104/13077369/,その他,カフェ・喫茶（その他）,イタリアン,パスタ,3.23
13087563,鶯谷駅,668,カツラ,喫茶店、コーヒー専門店、カフェ,東京都台東区北上野1-5-2 三浦ビル 1F,21,-,999,-,-,,1967/1/1,1967/1/1,55,10,https://tabelog.com/tokyo/A1311/A131101/13087563/,その他,喫茶店,コーヒー専門店,カフェ,3.2
13220935,鶯谷駅,296,クレア,ビストロ、フレンチ、イタリアン,東京都台東区根岸3-12-18 博俊ビル 1F,12,1000,1999,4000,4999,"4,500",2018/4/24,2018/4/24,4,7,https://tabelog.com/tokyo/A1311/A131104/13220935/,居酒屋・バル,ビストロ,フレンチ,イタリアン,3.17
13176941,鶯谷駅,204,ルンビニ フード カフェ 東京鶯谷店,インド料理、ネパール料理、スープカレー,東京都台東区根岸1-1-15 佐藤ビル 2F,20,-,999,-,-,,2014/12/10,2014/12/10,7,11,https://tabelog.com/tokyo/A1311/A131104/13176941/,多国籍料理,インド料理,ネパール料理,スープカレー,3.24
13130181,鶯谷駅,148,すき家 鶯谷店,牛丼,東京都台東区根岸1-6-10 鴬谷スカイマンション 1F,,-,999,-,999,999,,,,,https://tabelog.com/tokyo/A1311/A131104/13130181/,その他,牛丼,,,3.03
13012243,鶯谷駅,146,焼肉 鶯谷園,焼肉、ホルモン,東京都台東区根岸1-5-15,0,6000,7999,6000,7999,"7,000",1968/1/1,1968/1/1,54,10,https://tabelog.com/tokyo/A1311/A131104/13012243/,焼肉・ホルモン,焼肉,,,3.84
13061152,鶯谷駅,448,カフェ ベル,喫茶店、カフェ、レストラン（その他）,東京都台東区上野公園12-49 国際子ども図書館内　１Ｆ,10,-,999,-,-,,,,,,https://tabelog.com/tokyo/A1311/A131101/13061152/,その他,喫茶店,カフェ,レストラン（その他）,3.13
13061863,鶯谷駅,650,天好,中華料理,東京都台東区根岸4-1-27 渡辺ビル １Ｆ,17,-,-,1000,1999,"1,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13061863/,居酒屋・バル,中華料理,,,3.17
13044682,鶯谷駅,570,三陽屋,パン,東京都荒川区東日暮里4-20-3,,-,999,-,-,,1951/1/1,1951/1/1,71,10,https://tabelog.com/tokyo/A1311/A131104/13044682/,テイクアウト,パン,,,3.41
13025582,鶯谷駅,716,日暮里酒亭 いな葉,居酒屋、割烹・小料理,東京都荒川区東日暮里5-36-1,23,-,-,4000,4999,"4,500",2008/10/25,2008/10/25,14,1,https://tabelog.com/tokyo/A1311/A131105/13025582/,居酒屋・バル,居酒屋,,,3.22
13212026,鶯谷駅,405,HALAL SAKURA,ラーメン、焼肉、しゃぶしゃぶ,東京都台東区根岸2-18-11 ルート根岸第2ビル,64,1000,1999,2000,2999,"2,500",2017/8/5,2017/8/5,5,3,https://tabelog.com/tokyo/A1311/A131104/13212026/,ラーメン,ラーメン,焼肉,しゃぶしゃぶ,3.09
13183121,鶯谷駅,199,横浜家系ラーメン 鶯家,ラーメン、つけ麺,東京都台東区根岸1-2-20,21,-,999,-,999,999,2015/6/6,2015/6/6,7,5,https://tabelog.com/tokyo/A1311/A131104/13183121/,ラーメン,ラーメン,,,3.15
13086756,鶯谷駅,149,ドトールコーヒーショップ 鴬谷北口店,喫茶店,東京都台東区根岸1-9-9,0,-,999,-,-,,,,,,https://tabelog.com/tokyo/A1311/A131104/13086756/,その他,喫茶店,,,3.03
13029978,鶯谷駅,680,レストランバー ブゼン,イタリアン、ダイニングバー、居酒屋,東京都台東区北上野2-31-8 永谷コーポラス　１Ｆ,27,-,999,2000,2999,"2,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13029978/,洋食,イタリアン,ダイニングバー,居酒屋,3.08
13039170,鶯谷駅,84,居酒屋 関所,居酒屋,東京都台東区根岸1-7-3 元三島神社 １Ｆ,80,-,-,2000,2999,"2,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13039170/,居酒屋・バル,居酒屋,,,3.44
13091746,鶯谷駅,617,浜田屋,そば、うどん,東京都荒川区東日暮里4-19-1,8,-,999,-,-,,,,,,https://tabelog.com/tokyo/A1311/A131105/13091746/,和食,そば,,,3.26
13248125,鶯谷駅,694,東京油そば 入谷とんちん軒,油そば,東京都台東区入谷1-4-4,0,-,999,-,999,999,2020/6/27,2020/6/27,2,5,https://tabelog.com/tokyo/A1311/A131104/13248125/,ラーメン,油そば,,,3.09
13106927,鶯谷駅,736,コロラド 入谷店,喫茶店,東京都台東区入谷1-4-3 ライオンズマンション鶯谷 １Ｆ,33,-,999,-,-,,,,,,https://tabelog.com/tokyo/A1311/A131104/13106927/,その他,喫茶店,,,3.03
13003557,鶯谷駅,640,桃林堂 上野店,和菓子、甘味処,東京都台東区上野桜木1-5-7,8,1000,1999,-,-,,,,,,https://tabelog.com/tokyo/A1311/A131106/13003557/,テイクアウト,和菓子,,,3.41
13008506,鶯谷駅,684,谷中岡埜栄泉,和菓子、大福,東京都台東区谷中6-1-26,,-,999,-,-,,,,,,https://tabelog.com/tokyo/A1311/A131104/13008506/,テイクアウト,和菓子,,,3.24
13129190,鶯谷駅,375,ゆりの木,ファミレス,東京都台東区上野公園13-9 東洋館,140,1000,1999,-,-,,2011/3/29,2011/3/29,11,8,https://tabelog.com/tokyo/A1311/A131101/13129190/,その他,ファミレス,,,3.45
13262363,鶯谷駅,763,肉究Ogatomo,その他肉料理,東京都台東区台東区竜泉1-10-3 加瀬ビル 1F,6,10000,14999,10000,14999,"12,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13262363/,その他,その他肉料理,,,3.35
13018423,鶯谷駅,741,筆や,洋食、和食（その他）,東京都台東区谷中7-4-1,10,1000,1999,1000,1999,"1,500",1997/1/1,1997/1/1,25,10,https://tabelog.com/tokyo/A1311/A131105/13018423/,洋食,洋食,,,3.37
13224862,鶯谷駅,654,VANER,パン、カフェ,東京都台東区上野桜木2-15-6,0,1000,1999,-,-,,,,,,https://tabelog.com/tokyo/A1311/A131105/13224862/,テイクアウト,パン,,,3.58
13020920,鶯谷駅,511,竹隆庵 岡埜 本店,和菓子、甘味処、大福,東京都台東区根岸4-7-2 ＩＮＦＩＮＩ岡埜 １Ｆ,0,-,999,1000,1999,"1,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13020920/,テイクアウト,和菓子,甘味処,大福,3.48
13176767,鶯谷駅,594,吉野家 入谷店,牛丼、カレーライス、定食・食堂,東京都台東区入谷1-6-6 上野ロイヤルハイツ 1F,30,-,999,-,-,,,,,,https://tabelog.com/tokyo/A1311/A131104/13176767/,その他,牛丼,カレーライス,定食・食堂,3.05
13031826,鶯谷駅,318,蒲焼割烹 根ぎし 宮川,うなぎ、割烹・小料理,東京都台東区根岸1-1-35,100,2000,2999,5000,5999,"5,500",1945/1/1,1945/1/1,77,10,https://tabelog.com/tokyo/A1311/A131104/13031826/,和食,うなぎ,,,3.41
13085758,鶯谷駅,91,加賀屋 鴬谷店,居酒屋、もつ焼き、焼鳥,東京都台東区根岸1-7-3 元三島神社 １Ｆ,60,2000,2999,2000,2999,"2,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13085758/,居酒屋・バル,居酒屋,もつ焼き,焼鳥,3.18
13157206,鶯谷駅,614,東京都美術館ミュージアムショップ,その他,東京都台東区上野公園8-36 東京都美術館 LBF,0,-,999,1000,1999,"1,500",,,,,https://tabelog.com/tokyo/A1311/A131101/13157206/,その他,その他,,,3.1
13145293,鶯谷駅,776,サッツカール,インド料理、インドカレー、東南アジア料理（その他）,東京都荒川区東日暮里5-1-1,30,1000,1999,1000,1999,"1,500",2012/7/1,2012/7/1,10,4,https://tabelog.com/tokyo/A1324/A132401/13145293/,多国籍料理,インド料理,インドカレー,東南アジア料理（その他）,3.24
13145858,鶯谷駅,564,キッチンR,洋食、ハンバーグ、カレーライス,東京都台東区北上野1-14-5 メゾンドール入谷 1F,22,-,999,1000,1999,"1,500",,,,,https://tabelog.com/tokyo/A1311/A131104/13145858/,洋食,洋食,ハンバーグ,カレーライス,3.29
13118842,鶯谷駅,214,日高屋 鶯谷店,ラーメン、中華料理、定食・食堂,東京都台東区根岸1-1-17 鴬泉楼(おうせんろう)駅前ビル１階,0,-,999,-,999,999,,,,,https://tabelog.com/tokyo/A1311/A131104/13118842/,ラーメン,ラーメン,中華料理,定食・食堂,3.05
